Marital_status,Course,Nacionality,Admission_grade,Gender,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
Single,Social Service,Portuguese,140.7,Female,19,0,6,7,6,12.285714285714286,0,0,6,7,6,12.0,0,Graduate
Single,Nursing,Portuguese,142.3,Female,18,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,Dropout
Single,Journalism and Communication,Italian,129.9,Female,18,0,6,6,6,12.666666666666666,0,0,6,8,5,14.4,0,Graduate
Single,Animation and Multimedia Design,Portuguese,134.8,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
Single,Veterinary Nursing,Portuguese,104.1,Female,21,0,6,16,2,13.0,0,0,6,8,0,0.0,0,Dropout
Single,Management,Portuguese,122.4,Female,19,0,5,10,5,10.875,0,0,5,8,4,12.4,0,Graduate
Single,Management,Portuguese,120.6,Female,19,0,5,5,5,12.8,0,0,5,8,5,11.6,0,Graduate
Single,Social Service,Portuguese,112.4,Female,19,0,6,10,5,11.285714285714286,0,0,6,7,0,0.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,157.9,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Tourism,Portuguese,125.9,Female,19,0,6,0,0,0.0,0,0,6,11,1,10.0,0,Dropout
Single,Nursing,Portuguese,118.4,Female,20,0,7,9,6,13.766666666666666,0,0,8,9,8,13.744444444444444,0,Dropout
Single,Nursing,Portuguese,130.8,Female,18,0,8,9,6,12.758333333333333,1,0,8,9,6,12.758333333333333,1,Dropout
Single,Animation and Multimedia Design,Portuguese,176.7,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Communication Design,Portuguese,156.8,Female,18,0,6,6,6,12.666666666666666,0,0,6,8,6,13.25,0,Graduate
Single,Veterinary Nursing,Portuguese,126.8,Female,18,0,6,13,6,12.0,0,0,6,16,4,12.75,0,Enrolled
Single,Social Service,Portuguese,128.0,Female,19,0,6,8,6,12.25,0,0,6,8,6,12.0,0,Graduate
Single,Management,Portuguese,113.8,Female,20,0,5,8,3,11.333333333333334,0,0,5,8,5,12.2,0,Graduate
Single,Nursing,Portuguese,120.8,Female,19,0,7,9,7,13.507142857142856,0,0,8,12,8,13.05,0,Graduate
Single,Nursing,Portuguese,130.8,Female,18,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,Graduate
Single,Tourism,Portuguese,101.0,Female,25,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Dropout
Single,Communication Design,Portuguese,126.1,Female,18,0,6,9,4,11.5,1,0,6,6,6,12.166666666666666,0,Graduate
Single,Journalism and Communication,Portuguese,113.8,Female,19,0,6,7,6,12.333333333333334,0,0,6,7,6,12.5,0,Graduate
Single,Oral Hygiene,Portuguese,118.3,Female,19,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,Graduate
Single,Management,Portuguese,127.9,Female,20,0,5,12,2,13.0,1,0,5,13,2,11.5,0,Dropout
Single,Nursing,Portuguese,131.1,Female,18,0,7,9,7,12.385714285714286,0,0,8,9,7,12.728571428571428,0,Enrolled
Single,Veterinary Nursing,Portuguese,117.9,Female,20,0,5,12,2,13.5,0,0,5,12,5,11.285714285714286,1,Graduate
Single,Social Service,Portuguese,115.7,Female,21,0,6,8,6,12.166666666666666,0,0,6,7,6,13.285714285714286,0,Graduate
Single,Animation and Multimedia Design,Portuguese,141.0,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Married,Social Service (evening attendance),Portuguese,120.0,Female,42,0,6,6,6,11.666666666666666,0,0,6,6,6,13.666666666666666,0,Graduate
Single,Equinculture,Portuguese,131.8,Female,18,0,6,9,5,12.4,0,0,6,12,5,14.166666666666666,0,Enrolled
Single,Communication Design,Portuguese,131.1,Female,19,0,6,7,5,13.4,0,0,6,6,6,12.833333333333334,0,Graduate
Single,Tourism,Portuguese,117.8,Female,18,0,6,11,6,12.0,0,0,6,11,4,12.5,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,21,0,5,6,5,14.2,0,0,5,5,5,14.8,0,Graduate
Single,Social Service,Portuguese,108.0,Female,20,0,6,8,6,12.125,0,0,6,7,6,14.428571428571429,0,Graduate
Single,Basic Education,Portuguese,122.9,Female,20,0,7,7,7,13.857142857142858,0,0,7,7,7,13.285714285714286,0,Graduate
Single,Veterinary Nursing,Portuguese,130.0,Female,21,1,6,13,3,11.75,0,1,6,13,5,12.333333333333334,0,Enrolled
Single,Nursing,Portuguese,126.0,Female,19,0,7,9,7,14.283333333333337,0,0,8,9,8,13.125555555555556,0,Graduate
Single,Social Service,Portuguese,134.0,Female,21,10,13,21,11,13.272727272727272,0,6,11,13,9,13.0,0,Graduate
Single,Communication Design,Portuguese,134.3,Female,19,0,6,6,6,14.666666666666666,0,0,6,7,6,15.142857142857142,0,Graduate
Single,Nursing,Portuguese,138.7,Female,19,0,7,10,7,15.114999999999998,0,0,8,10,8,15.092,0,Graduate
Single,Animation and Multimedia Design,Portuguese,143.3,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
Single,Veterinary Nursing,Portuguese,160.0,Female,22,1,6,13,6,15.0,0,1,6,7,6,13.142857142857142,0,Graduate
Single,Basic Education,Portuguese,111.0,Female,21,0,6,8,5,13.2,0,0,6,9,5,14.333333333333334,0,Graduate
Single,Tourism,Portuguese,128.5,Female,18,0,6,14,2,11.0,0,0,6,14,3,10.333333333333334,0,Dropout
Single,Nursing,Portuguese,133.0,Female,20,0,8,8,7,14.565714285714288,0,0,8,8,7,14.565714285714288,0,Graduate
Single,Advertising and Marketing Management,Portuguese,114.6,Female,18,0,5,8,3,12.0,0,0,5,6,4,10.75,0,Dropout
Single,Social Service,Portuguese,104.1,Female,20,0,6,6,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Nursing,Portuguese,127.6,Female,23,0,7,7,6,13.796666666666669,0,0,8,11,7,13.775,0,Graduate
Single,Journalism and Communication,Portuguese,151.0,Female,18,0,6,6,6,14.833333333333334,0,0,6,6,6,15.333333333333334,0,Graduate
Single,Social Service,Portuguese,135.7,Female,20,3,6,6,6,12.833333333333334,0,2,6,6,6,13.833333333333334,0,Graduate
Single,Nursing,Portuguese,137.8,Female,18,0,8,8,7,14.962857142857144,0,0,8,8,7,14.962857142857144,0,Graduate
Single,Management,Portuguese,117.3,Female,20,0,5,8,4,12.0,0,0,5,8,5,11.2,0,Graduate
Single,Nursing,Portuguese,121.2,Female,18,0,7,8,7,12.4,0,0,8,9,8,12.8,0,Graduate
Single,Advertising and Marketing Management,Portuguese,129.3,Female,20,0,6,7,6,15.571428571428571,0,0,6,6,6,17.166666666666668,0,Graduate
Single,Nursing,Portuguese,123.0,Female,19,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,Graduate
Single,Veterinary Nursing,Portuguese,140.0,Female,21,2,6,9,6,13.142857142857142,0,0,6,9,6,12.166666666666666,0,Graduate
Married,Communication Design,Portuguese,140.0,Female,33,0,6,7,6,15.0,0,0,6,8,3,11.0,0,Graduate
Single,Veterinary Nursing,Portuguese,144.6,Female,24,0,5,6,1,13.0,0,0,5,5,0,0.0,0,Dropout
Single,Social Service,Portuguese,118.3,Female,20,8,11,12,11,12.0,0,6,11,14,11,12.75,0,Graduate
Single,Animation and Multimedia Design,Portuguese,153.6,Female,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Communication Design,Portuguese,158.3,Female,18,0,6,6,6,15.166666666666666,0,0,6,6,6,14.166666666666666,0,Graduate
Single,Social Service (evening attendance),Portuguese,100.0,Female,29,1,6,9,4,12.0,0,1,6,13,2,10.5,0,Dropout
Single,Nursing,Portuguese,134.9,Female,18,0,7,7,7,13.642857142857142,0,0,8,11,8,14.772727272727272,0,Graduate
Single,Journalism and Communication,Portuguese,142.0,Female,19,0,6,8,6,12.666666666666666,0,0,6,7,6,12.714285714285714,0,Graduate
Single,Animation and Multimedia Design,Portuguese,127.3,Female,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Social Service,Portuguese,116.5,Female,18,0,6,8,5,10.8,0,0,6,9,6,10.5,0,Graduate
Single,Nursing,Portuguese,138.6,Female,19,0,7,9,6,14.25,0,0,8,11,8,13.063636363636364,0,Graduate
Single,Basic Education,Portuguese,133.0,Female,20,6,14,22,12,12.153846153846152,0,5,12,18,10,12.9,0,Dropout
Single,Social Service,Portuguese,136.2,Female,19,0,6,14,1,11.5,0,0,6,12,2,10.5,0,Enrolled
Single,Tourism,Portuguese,118.0,Female,19,0,6,10,4,12.25,0,0,6,9,3,12.333333333333334,0,Graduate
Single,Communication Design,Portuguese,126.8,Female,18,1,6,8,6,12.0,1,0,6,12,5,11.142857142857142,0,Enrolled
Single,Nursing,Portuguese,128.5,Female,18,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,Graduate
Single,Tourism,Portuguese,129.9,Female,19,0,6,15,6,11.333333333333334,0,0,6,9,3,12.666666666666666,0,Graduate
Single,Journalism and Communication,Portuguese,125.8,Male,20,0,6,7,5,12.2,0,0,6,6,6,12.333333333333334,0,Dropout
Single,Animation and Multimedia Design,Portuguese,129.3,Male,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled
Single,Nursing,Portuguese,124.7,Male,18,0,7,0,0,0.0,0,0,8,0,0,0.0,0,Dropout
Single,Agronomy,Portuguese,154.9,Male,35,0,6,8,5,16.166666666666668,0,0,6,10,4,16.0,0,Dropout
Single,Informatics Engineering,Portuguese,127.3,Male,18,0,5,10,3,11.0,0,0,5,6,3,11.0,1,Enrolled
Single,Animation and Multimedia Design,Portuguese,129.0,Male,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Journalism and Communication,Portuguese,98.0,Male,19,0,6,8,4,12.0,0,0,6,8,6,12.285714285714286,0,Enrolled
Single,Management,Portuguese,122.0,Male,20,0,5,8,2,10.5,0,0,5,11,4,12.25,0,Enrolled
Single,Communication Design,Portuguese,112.5,Male,19,3,6,7,3,11.666666666666666,0,1,6,13,4,10.333333333333334,0,Enrolled
Single,Management,Portuguese,127.3,Male,19,0,5,8,3,11.0,0,0,5,7,2,10.0,0,Dropout
Single,Oral Hygiene,Portuguese,100.5,Male,24,0,7,18,0,0.0,0,0,7,13,0,0.0,1,Dropout
Single,Social Service (evening attendance),Portuguese,122.0,Male,29,0,6,11,4,12.5,0,0,6,7,0,0.0,0,Dropout
Single,Nursing,Portuguese,140.0,Male,24,0,7,11,7,11.294444444444444,0,0,8,22,2,12.6,0,Graduate
Single,Tourism,Portuguese,116.1,Male,19,0,6,8,5,11.2,0,0,6,11,4,12.5,0,Graduate
Married,Animation and Multimedia Design,Portuguese,130.0,Male,37,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Communication Design,Portuguese,146.2,Male,18,0,6,7,5,13.2,0,0,6,6,5,11.8,0,Graduate
Single,Informatics Engineering,Portuguese,180.0,Male,20,3,7,12,6,14.142857142857142,0,1,6,10,6,14.125,0,Enrolled
Single,Management,Portuguese,127.8,Male,18,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout
Single,Management,Portuguese,130.8,Male,22,0,5,5,0,0.0,0,0,5,9,3,13.333333333333334,2,Enrolled
Single,Management,Portuguese,109.0,Male,22,0,5,7,3,12.333333333333334,0,0,5,9,3,10.571428571428571,0,Enrolled
Single,Journalism and Communication,Portuguese,132.4,Male,18,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,129.3,Male,18,0,8,8,7,13.1,0,0,8,8,7,13.1,0,Graduate
Single,Communication Design,Portuguese,125.4,Male,19,0,6,6,6,13.5,0,0,6,6,6,13.166666666666666,0,Graduate
Single,Informatics Engineering,Portuguese,130.2,Male,19,0,5,7,5,10.2,0,0,5,8,3,12.0,0,Enrolled
Single,Social Service,Portuguese,132.0,Male,19,0,6,10,5,11.571428571428571,0,0,6,10,3,13.0,0,Dropout
Single,Agronomy,Portuguese,170.0,Male,21,0,6,7,6,15.285714285714286,0,0,6,6,6,15.166666666666666,0,Graduate
Single,Journalism and Communication,Portuguese,130.2,Male,19,0,6,9,5,12.6,0,6,10,16,8,11.0,1,Enrolled
Single,Oral Hygiene,Portuguese,115.5,Male,18,0,7,11,6,13.433333333333332,0,0,7,10,4,13.6,0,Graduate
Single,Management,Portuguese,127.6,Male,19,0,5,8,5,11.6,0,0,5,9,3,11.0,0,Dropout
Single,Journalism and Communication,Portuguese,140.0,Male,25,0,6,6,6,14.666666666666666,0,0,6,6,6,13.5,0,Graduate
Single,Communication Design,Portuguese,120.2,Male,22,0,6,9,6,14.666666666666666,0,0,6,12,6,14.666666666666666,0,Graduate
Single,Nursing,Portuguese,150.0,Male,24,0,8,8,7,12.742857142857144,0,0,8,8,7,12.742857142857144,0,Graduate
Single,Nursing,Portuguese,100.0,Male,19,0,7,9,7,11.975,0,0,8,9,7,13.12857142857143,0,Graduate
Single,Informatics Engineering,Portuguese,100.0,Male,18,0,5,9,4,12.25,0,0,5,11,3,11.666666666666666,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,128.0,Male,20,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Nursing,Portuguese,128.0,Male,19,0,8,8,7,14.935714285714283,0,0,8,8,7,14.935714285714283,0,Graduate
Single,Tourism,Portuguese,107.2,Male,19,1,6,16,2,10.5,0,0,6,15,4,10.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,110.1,Male,19,0,6,9,5,13.333333333333334,0,0,6,6,5,13.0,0,Graduate
Single,Agronomy,Portuguese,119.0,Male,23,0,6,6,0,0.0,0,0,6,8,0,0.0,0,Dropout
Married,Journalism and Communication,Portuguese,155.5,Male,47,0,6,12,5,13.8,0,0,6,13,4,14.0,0,Dropout
Single,Communication Design,Portuguese,118.4,Male,19,0,6,6,6,11.833333333333334,0,0,6,8,4,10.75,2,Graduate
Single,Animation and Multimedia Design,Portuguese,141.2,Male,19,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Animation and Multimedia Design,Portuguese,119.1,Male,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Management,Portuguese,111.0,Male,28,0,5,9,2,10.0,0,0,5,9,0,0.0,0,Dropout
Single,Tourism,Portuguese,138.6,Male,20,0,6,10,4,11.5,0,0,6,11,3,11.666666666666666,0,Dropout
Single,Tourism,Portuguese,121.2,Male,18,0,6,12,3,10.666666666666666,0,0,6,9,4,12.0,0,Enrolled
Single,Animation and Multimedia Design,Portuguese,150.4,Male,21,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Single,Tourism,Portuguese,117.8,Male,19,0,6,10,4,12.75,0,0,6,12,2,13.0,0,Enrolled
Single,Tourism,Portuguese,102.5,Male,24,0,6,7,0,0.0,0,0,6,7,0,0.0,0,Dropout
Single,Equinculture,Portuguese,110.0,Male,24,0,6,11,6,11.333333333333334,0,0,6,12,3,11.333333333333334,0,Enrolled
Single,Veterinary Nursing,Portuguese,138.3,Male,25,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Enrolled
Single,Tourism,Portuguese,122.3,Male,28,0,6,10,6,13.0,0,0,6,8,5,12.2,0,Graduate
Married,Management (evening attendance),Portuguese,127.8,Male,37,0,5,7,4,10.75,0,0,5,7,3,11.333333333333334,0,Enrolled
Single,Informatics Engineering,Portuguese,100.0,Male,19,0,5,8,5,12.0,0,0,5,12,2,10.5,0,Enrolled
Single,Nursing,Portuguese,126.4,Male,18,0,7,7,7,13.462857142857144,0,0,8,8,8,13.90625,0,Graduate
Single,Tourism,Portuguese,100.0,Male,48,0,6,13,3,10.0,0,0,6,15,1,10.0,0,Dropout
Single,Social Service,Portuguese,117.1,Male,21,0,6,6,6,12.333333333333334,0,0,6,7,6,13.666666666666666,0,Graduate
Single,Nursing,Portuguese,124.7,Male,19,0,7,11,6,12.528571428571428,0,0,7,10,6,12.416666666666666,0,Enrolled
Single,Nursing,Portuguese,124.1,Male,21,0,8,8,0,0.0,8,0,8,8,0,0.0,8,Enrolled
Single,Informatics Engineering,Portuguese,129.4,Male,23,0,5,6,0,0.0,0,0,5,7,0,0.0,0,Dropout
Single,Equinculture,Portuguese,138.9,Male,18,0,5,5,5,13.6,0,0,5,6,4,13.25,1,Graduate
Single,Social Service,Portuguese,138.6,Male,22,3,6,7,6,12.333333333333334,0,2,6,6,2,14.0,0,Dropout
Single,Animation and Multimedia Design,Portuguese,133.9,Male,25,9,13,16,10,11.454545454545457,0,5,11,13,7,12.25,0,Dropout
Single,Veterinary Nursing,Portuguese,140.0,Male,27,8,13,13,8,13.5,2,5,11,12,5,14.4,0,Dropout
Single,Informatics Engineering,Portuguese,95.1,Male,49,0,5,5,0,0.0,0,0,5,6,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,128.2,Male,31,0,5,5,2,11.0,0,0,5,0,0,0.0,0,Dropout
Single,Tourism,Portuguese,121.5,Male,54,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,Dropout
Single,Biofuel Production Technologies,Portuguese,120.0,Male,25,18,21,26,21,12.363636363636363,0,12,16,21,12,12.25,1,Dropout
Single,Agronomy,Portuguese,130.0,Male,20,1,7,13,3,10.666666666666666,0,0,6,14,2,11.5,0,Enrolled
Single,Communication Design,Portuguese,120.0,Male,28,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,Dropout
Married,Social Service (evening attendance),Portuguese,107.0,Male,41,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,Graduate
Single,Advertising and Marketing Management,Portuguese,116.1,Male,19,0,6,10,6,13.125,0,0,6,9,6,12.714285714285714,0,Enrolled
Single,Management,Portuguese,114.4,Male,22,0,5,6,0,0.0,0,0,5,8,2,11.5,0,Dropout
Single,Tourism,Portuguese,157.7,Male,34,0,6,13,2,13.5,0,0,6,6,0,0.0,0,Dropout
Single,Agronomy,Portuguese,150.0,Male,28,5,11,14,11,15.090909090909092,0,5,10,11,10,15.0,0,Dropout
Single,Basic Education,Portuguese,114.3,Male,42,0,6,9,5,12.4,0,0,6,10,5,11.8,0,Enrolled
Single,Veterinary Nursing,Portuguese,104.6,Male,21,0,6,10,5,14.0,0,0,6,11,4,14.8,0,Enrolled
Single,Agronomy,Portuguese,140.0,Male,50,2,6,8,2,13.5,0,1,6,9,1,13.0,0,Dropout
Single,Management,Portuguese,109.1,Male,19,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Nursing,Portuguese,120.6,Male,18,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,Dropout
Married,Management (evening attendance),Portuguese,161.9,Male,59,0,5,7,0,0.0,0,0,5,7,0,0.0,0,Dropout
Married,Management (evening attendance),Portuguese,140.0,Male,33,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Communication Design,Portuguese,178.0,Male,23,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,Graduate
Married,Management (evening attendance),Portuguese,138.3,Male,44,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,Dropout
Married,Social Service (evening attendance),Portuguese,128.0,Male,37,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Married,Animation and Multimedia Design,Portuguese,139.0,Male,36,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,113.2,Male,22,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,Dropout
Married,Social Service (evening attendance),Portuguese,139.0,Male,49,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,Graduate
Single,Journalism and Communication,Portuguese,110.0,Male,23,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,Graduate
Single,Communication Design,Portuguese,136.6,Male,19,0,6,7,5,11.4,0,0,6,10,3,11.0,3,Enrolled
Married,Social Service (evening attendance),Portuguese,161.1,Male,47,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,Dropout
Single,Agronomy,Portuguese,130.0,Male,28,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,Graduate
Single,Agronomy,Portuguese,140.0,Male,21,0,6,13,4,11.75,0,0,6,15,4,10.5,0,Enrolled
Single,Tourism,Portuguese,121.0,Male,21,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,Dropout
Single,Social Service,Portuguese,118.6,Male,21,9,11,14,10,12.4,0,6,10,13,10,11.8,0,Graduate
Single,Communication Design,Portuguese,138.3,Male,20,1,6,8,6,13.428571428571429,1,0,6,12,4,11.5,0,Enrolled
Married,Management,Portuguese,115.8,Male,49,0,5,5,0,0.0,0,0,5,9,0,0.0,0,Dropout
Single,Management (evening attendance),Portuguese,160.0,Male,40,0,5,5,5,11.0,0,0,5,5,5,13.4,0,Graduate
Single,Tourism,Portuguese,114.5,Male,22,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,Graduate
Single,Informatics Engineering,Portuguese,117.5,Male,19,2,5,6,4,11.8,0,0,5,7,2,11.5,0,Enrolled
Single,Management (evening attendance),Portuguese,121.7,Male,31,0,5,5,0,0.0,0,0,5,7,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,115.0,Male,30,1,6,9,2,15.0,0,1,6,7,2,13.5,0,Dropout
Single,Social Service,Portuguese,125.3,Male,19,0,6,9,5,10.8,0,0,6,11,5,11.0,0,Graduate
Single,Management,Portuguese,131.0,Male,22,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,Dropout
Single,Journalism and Communication,Portuguese,126.3,Male,19,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,Graduate
Single,Animation and Multimedia Design,Portuguese,127.1,Male,21,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,138.4,Male,19,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,Graduate
Single,Management,Portuguese,100.0,Male,22,0,5,11,0,0.0,0,0,5,7,1,10.0,1,Dropout
Single,Social Service,Portuguese,126.2,Male,22,0,6,10,5,11.4,0,0,6,8,5,11.0,0,Graduate
Single,Social Service,Portuguese,118.8,Male,19,0,6,12,4,12.25,0,0,6,9,6,11.0,0,Graduate
Single,Tourism,Portuguese,124.5,Male,26,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,140.0,Male,23,3,7,12,3,14.0,0,1,6,12,1,14.0,0,Enrolled
Single,Communication Design,Portuguese,125.1,Male,18,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,Enrolled
Single,Management,Portuguese,118.8,Male,22,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,Enrolled
Single,Informatics Engineering,Portuguese,125.2,Male,19,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,Enrolled
Single,Management,Portuguese,95.0,Male,20,0,5,14,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Communication Design,Portuguese,107.6,Male,22,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,Enrolled
Single,Equinculture,Portuguese,140.0,Male,18,2,5,7,2,13.0,0,0,5,5,0,0.0,0,Dropout
Divorced,Management (evening attendance),Portuguese,125.4,Male,39,0,2,5,0,0.0,0,0,4,4,0,0.0,0,Dropout
Single,Nursing,Portuguese,128.0,Male,18,0,8,8,0,0.0,3,0,8,8,0,0.0,3,Dropout
Single,Informatics Engineering,Portuguese,129.3,Male,18,0,5,5,5,13.0,0,0,5,5,5,14.2,0,Graduate
Single,Social Service,Portuguese,152.0,Male,19,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,Graduate
Single,Nursing,Portuguese,128.8,Male,18,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,Graduate
Single,Management,Portuguese,152.8,Male,18,0,5,7,4,12.75,0,0,5,5,0,0.0,0,Dropout
Single,Equinculture,Portuguese,150.0,Male,22,0,5,7,4,14.5,0,0,5,5,5,14.6,0,Graduate
Single,Social Service,Portuguese,112.0,Male,19,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,Graduate
Single,Equinculture,Portuguese,135.6,Male,18,0,5,5,5,15.4,0,0,5,5,5,15.6,0,Dropout
Single,Informatics Engineering,Portuguese,134.4,Male,31,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,Dropout
Single,Management (evening attendance),Portuguese,120.5,Male,28,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout
Single,Communication Design,Portuguese,141.4,Male,19,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
Single,Tourism,Portuguese,145.2,Male,20,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,Graduate
Divorced,Social Service,Portuguese,140.0,Male,50,0,6,7,4,12.25,0,0,6,7,0,0.0,0,Dropout
Single,Communication Design,Portuguese,100.0,Male,38,1,6,9,5,16.0,1,0,6,11,4,16.5,0,Enrolled
Married,Management (evening attendance),Portuguese,140.0,Male,31,0,5,8,1,11.0,0,0,5,5,1,13.0,0,Dropout
Single,Nursing,Portuguese,126.0,Male,27,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,Enrolled
Single,Social Service,Portuguese,112.6,Male,21,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,Graduate
Married,Informatics Engineering,Portuguese,106.8,Male,34,0,5,8,1,10.0,0,0,5,9,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,121.6,Male,19,0,5,10,0,0.0,0,0,5,7,1,10.0,0,Enrolled
Married,Management (evening attendance),Portuguese,120.0,Male,40,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,Dropout
Single,Animation and Multimedia Design,Portuguese,160.6,Male,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate
Married,Communication Design,Portuguese,130.0,Male,46,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Dropout
Single,Social Service (evening attendance),Portuguese,110.0,Male,37,0,6,12,0,0.0,0,0,5,10,0,0.0,0,Dropout
Single,Agronomy,Portuguese,110.0,Male,31,0,6,8,0,0.0,0,0,6,10,0,0.0,0,Dropout
Single,Agronomy,Portuguese,145.8,Male,34,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,Graduate
Single,Animation and Multimedia Design,Portuguese,130.2,Male,18,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout
Single,Advertising and Marketing Management,Portuguese,122.3,Male,18,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,Graduate
Single,Communication Design,Portuguese,125.4,Male,19,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,Graduate
Single,Management (evening attendance),Portuguese,130.0,Male,40,1,5,6,4,10.25,0,3,8,18,5,11.2,5,Dropout
Single,Equinculture,Portuguese,150.0,Male,25,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Dropout
Single,Informatics Engineering,Portuguese,116.9,Male,20,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,Dropout
Single,Informatics Engineering,Portuguese,114.7,Male,20,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,Enrolled
Single,Agronomy,Portuguese,95.8,Male,43,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout
