Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd phase - general contingent,3,Informatics Engineering,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,3,3,129.3,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,160.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,152.0,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,9,9,128.8,No,No,No,Yes,Male,No,18,No,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,150.0,Portuguese,Unknown,Basic Ed. 3rd Cycle,0,4,152.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Tech Specialization Course,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,6,150.0,Yes,No,No,Yes,Male,No,22,No,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,3,4,112.0,No,No,No,Yes,Male,No,19,No,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,152.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,8,135.6,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic Edu 3rd,133.1,Portuguese,12th Year of Schooling,12th Year of Schooling,4,3,134.4,No,No,Yes,No,Male,No,31,No,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,130.0,Portuguese,Degree,12th Year of Schooling,3,3,120.5,No,No,No,Yes,Male,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary Edu,148.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,8,141.4,No,No,No,Yes,Male,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,148.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,8,145.2,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 years old,1,Social Service,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,Degree,9,2,140.0,No,No,No,Yes,Male,No,50,No,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Change of course,1,Communication Design,Daytime,Secondary Edu,160.0,Portuguese,12th Year of Schooling,Bachelor's Degree,4,2,100.0,No,No,No,Yes,Male,No,38,No,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,140.0,Yes,No,No,Yes,Male,No,31,No,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Secondary Edu,110.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,9,126.0,Yes,No,No,Yes,Male,No,27,No,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled
Single,3rd phase - general contingent,1,Social Service,Daytime,Secondary Edu,122.0,Portuguese,12th Year of Schooling,Degree,9,2,112.6,Yes,No,No,Yes,Male,No,21,No,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate
Married,Over 23 years old,1,Informatics Engineering,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,106.8,No,No,No,Yes,Male,No,34,No,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Change of institution/course,1,Informatics Engineering,Daytime,Secondary Edu,129.0,Portuguese,Bachelor's Degree,Basic Ed. 1st Cycle,2,9,121.6,Yes,No,No,Yes,Male,No,19,No,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,1,4,120.0,Yes,No,No,No,Male,No,40,No,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,170.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,2,160.6,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Married,Over 23 years old,1,Communication Design,Daytime,Other - 11th School,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,5,10,130.0,No,No,Yes,No,Male,Yes,46,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Change of course,5,Social Service (evening attendance),Evening,Secondary Edu,110.0,Portuguese,Unknown,Unknown,0,0,110.0,No,No,No,Yes,Male,No,37,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,7,110.0,Yes,No,No,Yes,Male,No,31,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,10,145.8,No,No,No,Yes,Male,No,34,No,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,6,Animation and Multimedia Design,Daytime,Secondary Edu,126.0,Portuguese,11th Year - Not Completed,11th Year - Not Completed,4,4,130.2,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,137.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,122.3,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,4,Communication Design,Daytime,Secondary Edu,117.0,Portuguese,12th Year of Schooling,12th Year of Schooling,3,3,125.4,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
Single,Change of course,1,Management (evening attendance),Evening,Secondary Edu,100.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,4,130.0,No,No,No,Yes,Male,No,40,No,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Equinculture,Daytime,Secondary Edu,120.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,9,9,150.0,No,No,No,Yes,Male,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,5,Informatics Engineering,Daytime,Secondary Edu,126.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,5,9,116.9,Yes,No,Yes,Yes,Male,No,20,No,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,114.7,No,No,No,Yes,Male,No,20,No,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,111.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,10,95.8,Yes,No,No,No,Male,No,43,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,4,133.1,Yes,No,No,Yes,Male,No,18,No,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled
Single,Change of course,1,Agronomy,Daytime,Secondary Edu,150.0,Portuguese,Bachelor's Degree,Master's,4,1,150.0,No,No,No,Yes,Male,No,35,No,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,2,Management (evening attendance),Evening,Secondary Edu,116.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,4,118.5,No,No,No,Yes,Male,No,23,No,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Degree,Degree,2,2,131.1,No,No,No,Yes,Male,No,19,No,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Prof. Higher Course,150.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,3,8,150.3,Yes,No,No,Yes,Male,Yes,21,No,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate
Single,Change of course,1,Advertising and Marketing Management,Daytime,Secondary Edu,132.0,Portuguese,Degree,Basic Ed. 3rd Cycle,4,8,120.5,No,No,No,Yes,Male,No,19,No,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
Single,3rd phase - general contingent,1,Informatics Engineering,Daytime,Secondary Edu,108.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,3,105.6,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,3,125.3,No,Yes,No,Yes,Male,Yes,30,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
Divorced,Over 23 years old,1,Tourism,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,9,131.0,Yes,No,No,Yes,Male,No,44,No,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,3rd phase - general contingent,1,Nursing,Daytime,Secondary Edu,146.0,Portuguese,Basic Ed. 3rd Cycle,Degree,4,9,127.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Tech Specialization Course,150.0,Portuguese,Bachelor's Degree,12th Year of Schooling,3,6,150.0,Yes,No,No,Yes,Male,No,22,No,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,160.0,Portuguese,Degree,Degree,1,2,149.2,No,No,No,Yes,Male,No,18,No,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,121.5,Yes,No,No,Yes,Male,Yes,21,No,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,2,Veterinary Nursing,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,90,90,137.3,No,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,4,Advertising and Marketing Management,Daytime,Secondary Edu,122.0,Portuguese,Degree,12th Year of Schooling,2,3,119.6,Yes,No,No,Yes,Male,No,18,No,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,138.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,3,141.5,No,No,No,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,150.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,6,6,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,140.0,Portuguese,Degree,Degree,2,2,110.0,No,No,No,Yes,Male,No,31,No,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,5,Tourism,Daytime,Secondary Edu,113.0,Portuguese,12th Year of Schooling,12th Year of Schooling,2,3,110.2,Yes,No,No,Yes,Male,No,21,No,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,7,110.3,No,No,Yes,Yes,Male,No,24,No,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
Single,Transfer,1,Journalism and Communication,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Frequency of Higher Education,4,3,120.0,No,No,No,Yes,Male,No,27,No,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,5,Management,Daytime,Secondary Edu,118.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,114.2,Yes,No,No,Yes,Male,No,20,No,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Tech Specialization Course,140.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,5,140.0,Yes,No,No,Yes,Male,No,22,No,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Agronomy,Daytime,Secondary Edu,144.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,132.8,No,No,No,Yes,Male,Yes,19,No,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
Single,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,125.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,7,121.5,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,131.0,Portuguese,12th Year of Schooling,12th Year of Schooling,7,4,127.2,Yes,No,Yes,Yes,Male,No,23,No,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary Edu,131.0,Portuguese,Other - 11th Year,Other - 11th Year,2,8,128.2,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,140.0,Portuguese,Degree,Bachelor's Degree,4,6,133.4,Yes,No,No,No,Male,No,29,No,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Equinculture,Daytime,Secondary Edu,133.1,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,5,120.0,Yes,No,No,Yes,Male,No,29,No,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,5,140.0,No,No,No,Yes,Male,No,20,No,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,5,Animation and Multimedia Design,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 3rd Cycle,Degree,9,2,136.9,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary Edu,125.0,Portuguese,Degree,Technological Specialization,2,5,117.0,Yes,Yes,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary Edu,117.0,Portuguese,Degree,12th Year of Schooling,3,5,110.7,Yes,No,No,Yes,Male,No,20,No,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Equinculture,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,5,160.0,Yes,No,No,Yes,Male,No,24,No,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,95.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,8,95.0,No,No,No,No,Male,No,21,No,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Management,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,12th Year of Schooling,7,3,148.8,No,No,No,Yes,Male,Yes,25,No,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Management,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,110.0,No,No,No,No,Male,No,32,No,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Management (evening attendance),Evening,Secondary Edu,136.0,Portuguese,Degree,Master's,2,2,133.9,No,No,No,No,Male,No,26,No,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,133.0,Portuguese,Bachelor's Degree,Basic Ed. 1st Cycle,9,7,125.7,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,125.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,7,116.6,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,7,141.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Degree (1st cycle),130.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,130.0,No,No,No,Yes,Male,No,27,No,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout
Single,Short cycle diploma holders,1,Agronomy,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,9,130.0,No,No,Yes,Yes,Male,No,21,No,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,4,5,115.8,No,No,No,Yes,Male,No,20,No,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Tech Specialization Course,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,4,0,140.0,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 1st Cycle,Degree,5,2,126.1,Yes,No,No,Yes,Male,No,22,No,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,135.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,5,7,137.5,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,4,Management,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,5,5,120.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout
Single,Over 23 years old,2,Social Service,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,5,5,136.5,No,No,No,Yes,Male,No,28,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,130.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,1,122.0,No,No,Yes,No,Male,No,25,No,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Agronomy,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,12th Year of Schooling,5,4,130.0,No,No,No,Yes,Male,No,25,No,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,5,126.3,No,No,No,Yes,Male,No,18,No,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary Edu,133.1,Portuguese,Master's,Basic Ed. 3rd Cycle,4,5,98.0,No,No,No,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,3,Management,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,6,5,121.0,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate
Single,Change of course,1,Journalism and Communication,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,7,124.2,Yes,No,No,Yes,Male,No,22,No,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,Degree,4,5,130.0,No,No,No,Yes,Male,No,25,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,135.0,Portuguese,Degree,12th Year of Schooling,4,4,136.1,Yes,No,No,Yes,Male,No,19,No,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,131.0,Portuguese,Degree,Basic Ed. 3rd Cycle,2,3,132.8,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,131.0,Portuguese,12th Year of Schooling,12th Year of Schooling,5,5,126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Basic Edu 3rd,100.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,1,111.5,No,No,No,Yes,Male,No,45,No,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,118.2,No,No,No,Yes,Male,No,52,No,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate
